date,LME_Zinc_3M
2006-07-10 00:00:00,3505.0
2006-07-11 00:00:00,3520.0
2006-07-12 00:00:00,3510.0
2006-07-13 00:00:00,3420.0
2006-07-14 00:00:00,3445.0
2006-07-17 00:00:00,3275.0
2006-07-18 00:00:00,3241.0
2006-07-19 00:00:00,3340.0
2006-07-20 00:00:00,3170.0
2006-07-21 00:00:00,3185.0
2006-07-24 00:00:00,3120.0
2006-07-25 00:00:00,3225.0
2006-07-26 00:00:00,3195.0
2006-07-27 00:00:00,3230.0
2006-07-28 00:00:00,3300.0
2006-07-31 00:00:00,3415.0
2006-08-01 00:00:00,3405.0
2006-08-02 00:00:00,3420.0
2006-08-03 00:00:00,3320.0
2006-08-04 00:00:00,3410.0
2006-08-07 00:00:00,3420.0
2006-08-08 00:00:00,3410.0
2006-08-09 00:00:00,3500.0
2006-08-10 00:00:00,3385.0
2006-08-11 00:00:00,3260.0
2006-08-14 00:00:00,3240.0
2006-08-15 00:00:00,3315.0
2006-08-16 00:00:00,3400.0
2006-08-17 00:00:00,3201.0
2006-08-18 00:00:00,3280.0
2006-08-21 00:00:00,3385.0
2006-08-22 00:00:00,3360.0
2006-08-23 00:00:00,3344.0
2006-08-24 00:00:00,3330.0
2006-08-25 00:00:00,3360.0
2006-08-28 00:00:00,3360.0
2006-08-29 00:00:00,3295.0
2006-08-30 00:00:00,3340.0
2006-08-31 00:00:00,3450.0
2006-09-01 00:00:00,3430.0
2006-09-04 00:00:00,3475.0
2006-09-05 00:00:00,3620.0
2006-09-06 00:00:00,3720.0
2006-09-07 00:00:00,3660.0
2006-09-08 00:00:00,3500.0
2006-09-11 00:00:00,3260.0
2006-09-12 00:00:00,3280.0
2006-09-13 00:00:00,3300.0
2006-09-14 00:00:00,3275.0
2006-09-15 00:00:00,3165.0
2006-09-18 00:00:00,3330.0
2006-09-19 00:00:00,3320.0
2006-09-20 00:00:00,3340.0
2006-09-21 00:00:00,3445.0
2006-09-22 00:00:00,3415.0
2006-09-25 00:00:00,3399.0
2006-09-26 00:00:00,3408.0
2006-09-27 00:00:00,3400.0
2006-09-28 00:00:00,3355.0
2006-09-29 00:00:00,3330.0
2006-10-02 00:00:00,3355.0
2006-10-03 00:00:00,3390.0
2006-10-04 00:00:00,3304.0
2006-10-05 00:00:00,3440.0
2006-10-06 00:00:00,3590.0
2006-10-09 00:00:00,3650.0
2006-10-10 00:00:00,3685.0
2006-10-11 00:00:00,3790.0
2006-10-12 00:00:00,3761.0
2006-10-13 00:00:00,3790.0
2006-10-16 00:00:00,3960.0
2006-10-17 00:00:00,3865.0
2006-10-18 00:00:00,3881.0
2006-10-19 00:00:00,3945.0
2006-10-20 00:00:00,3970.0
2006-10-23 00:00:00,3920.0
2006-10-24 00:00:00,3900.0
2006-10-25 00:00:00,4040.0
2006-10-26 00:00:00,4100.0
2006-10-27 00:00:00,4165.0
2006-10-30 00:00:00,4170.0
2006-10-31 00:00:00,4220.0
2006-11-01 00:00:00,4210.0
2006-11-02 00:00:00,4260.0
2006-11-03 00:00:00,4290.0
2006-11-06 00:00:00,4430.0
2006-11-07 00:00:00,4500.0
2006-11-08 00:00:00,4420.0
2006-11-09 00:00:00,4515.0
2006-11-10 00:00:00,4300.0
2006-11-13 00:00:00,4245.0
2006-11-14 00:00:00,4140.0
2006-11-15 00:00:00,4190.0
2006-11-16 00:00:00,4225.0
2006-11-17 00:00:00,4025.0
2006-11-20 00:00:00,4169.0
2006-11-21 00:00:00,4290.0
2006-11-22 00:00:00,4360.0
2006-11-23 00:00:00,4450.0
2006-11-24 00:00:00,4510.0
2006-11-27 00:00:00,4480.0
2006-11-28 00:00:00,4375.0
2006-11-29 00:00:00,4340.0
2006-11-30 00:00:00,4375.0
2006-12-01 00:00:00,4400.0
2006-12-04 00:00:00,4445.0
2006-12-05 00:00:00,4500.0
2006-12-06 00:00:00,4430.0
2006-12-07 00:00:00,4290.0
2006-12-08 00:00:00,4359.0
2006-12-11 00:00:00,4350.0
2006-12-12 00:00:00,4380.0
2006-12-13 00:00:00,4275.0
2006-12-14 00:00:00,4350.0
2006-12-15 00:00:00,4315.0
2006-12-18 00:00:00,4340.0
2006-12-19 00:00:00,4311.0
2006-12-20 00:00:00,4230.0
2006-12-21 00:00:00,4130.0
2006-12-22 00:00:00,4140.0
2006-12-25 00:00:00,4140.0
2006-12-26 00:00:00,4140.0
2006-12-27 00:00:00,4205.0
2006-12-28 00:00:00,4250.0
2006-12-29 00:00:00,4230.0
2007-01-01 00:00:00,4230.0
2007-01-02 00:00:00,4130.0
2007-01-03 00:00:00,4149.0
2007-01-04 00:00:00,4085.0
2007-01-05 00:00:00,3910.0
2007-01-08 00:00:00,3720.0
2007-01-09 00:00:00,3520.0
2007-01-10 00:00:00,3740.0
2007-01-11 00:00:00,3874.0
2007-01-12 00:00:00,3770.0
2007-01-15 00:00:00,3780.0
2007-01-16 00:00:00,3720.0
2007-01-17 00:00:00,3619.0
2007-01-18 00:00:00,3610.0
2007-01-19 00:00:00,3650.0
2007-01-22 00:00:00,3690.0
2007-01-23 00:00:00,3700.0
2007-01-24 00:00:00,3695.0
2007-01-25 00:00:00,3710.0
2007-01-26 00:00:00,3640.0
2007-01-29 00:00:00,3501.0
2007-01-30 00:00:00,3390.0
2007-01-31 00:00:00,3480.0
2007-02-01 00:00:00,3390.0
2007-02-02 00:00:00,3080.0
2007-02-05 00:00:00,3100.0
2007-02-06 00:00:00,3220.0
2007-02-07 00:00:00,3170.0
2007-02-08 00:00:00,3120.0
2007-02-09 00:00:00,3130.0
2007-02-12 00:00:00,3110.0
2007-02-13 00:00:00,3220.0
2007-02-14 00:00:00,3310.0
2007-02-15 00:00:00,3430.0
2007-02-16 00:00:00,3380.0
2007-02-19 00:00:00,3392.0
2007-02-20 00:00:00,3325.0
2007-02-21 00:00:00,3360.0
2007-02-22 00:00:00,3481.0
2007-02-23 00:00:00,3600.0
2007-02-26 00:00:00,3600.0
2007-02-27 00:00:00,3580.0
2007-02-28 00:00:00,3480.0
2007-03-01 00:00:00,3475.0
2007-03-02 00:00:00,3320.0
2007-03-05 00:00:00,3250.0
2007-03-06 00:00:00,3310.0
2007-03-07 00:00:00,3360.0
2007-03-08 00:00:00,3371.0
2007-03-09 00:00:00,3260.0
2007-03-12 00:00:00,3290.0
2007-03-13 00:00:00,3220.0
2007-03-14 00:00:00,3220.0
2007-03-15 00:00:00,3315.0
2007-03-16 00:00:00,3250.0
2007-03-19 00:00:00,3205.0
2007-03-20 00:00:00,3220.0
2007-03-21 00:00:00,3120.0
2007-03-22 00:00:00,3200.0
2007-03-23 00:00:00,3155.0
2007-03-26 00:00:00,3245.0
2007-03-27 00:00:00,3190.0
2007-03-28 00:00:00,3200.0
2007-03-29 00:00:00,3250.0
2007-03-30 00:00:00,3255.0
2007-04-02 00:00:00,3150.0
2007-04-03 00:00:00,3260.0
2007-04-04 00:00:00,3500.0
2007-04-05 00:00:00,3435.0
2007-04-06 00:00:00,3435.0
2007-04-09 00:00:00,3435.0
2007-04-10 00:00:00,3550.0
2007-04-11 00:00:00,3520.0
2007-04-12 00:00:00,3510.0
2007-04-13 00:00:00,3480.0
2007-04-16 00:00:00,3500.0
2007-04-17 00:00:00,3720.0
2007-04-18 00:00:00,3680.0
2007-04-19 00:00:00,3600.0
2007-04-20 00:00:00,3680.0
2007-04-23 00:00:00,3730.0
2007-04-24 00:00:00,3735.0
2007-04-25 00:00:00,3755.0
2007-04-26 00:00:00,3710.0
2007-04-27 00:00:00,3675.0
2007-04-30 00:00:00,3756.0
2007-05-01 00:00:00,3860.0
2007-05-02 00:00:00,3865.0
2007-05-03 00:00:00,4030.0
2007-05-04 00:00:00,4170.0
2007-05-07 00:00:00,4170.0
2007-05-08 00:00:00,4120.0
2007-05-09 00:00:00,4090.0
2007-05-10 00:00:00,4010.0
2007-05-11 00:00:00,4050.0
2007-05-14 00:00:00,3950.0
2007-05-15 00:00:00,3915.0
2007-05-16 00:00:00,3850.0
2007-05-17 00:00:00,3671.0
2007-05-18 00:00:00,3720.0
2007-05-21 00:00:00,3790.0
2007-05-22 00:00:00,3710.0
2007-05-23 00:00:00,3650.0
2007-05-24 00:00:00,3570.0
2007-05-25 00:00:00,3640.0
2007-05-28 00:00:00,3640.0
2007-05-29 00:00:00,3650.0
2007-05-30 00:00:00,3590.0
2007-05-31 00:00:00,3695.0
2007-06-01 00:00:00,3760.0
2007-06-04 00:00:00,3840.0
2007-06-05 00:00:00,3775.0
2007-06-06 00:00:00,3675.0
2007-06-07 00:00:00,3645.0
2007-06-08 00:00:00,3630.0
2007-06-11 00:00:00,3750.0
2007-06-12 00:00:00,3710.0
2007-06-13 00:00:00,3670.0
2007-06-14 00:00:00,3720.0
2007-06-15 00:00:00,3745.0
2007-06-18 00:00:00,3685.0
2007-06-19 00:00:00,3610.0
2007-06-20 00:00:00,3605.0
2007-06-21 00:00:00,3515.0
2007-06-22 00:00:00,3550.0
2007-06-25 00:00:00,3530.0
2007-06-26 00:00:00,3400.0
2007-06-27 00:00:00,3350.0
2007-06-28 00:00:00,3389.0
2007-06-29 00:00:00,3350.0
2007-07-02 00:00:00,3460.0
2007-07-03 00:00:00,3430.0
2007-07-04 00:00:00,3459.0
2007-07-05 00:00:00,3425.0
2007-07-06 00:00:00,3445.0
2007-07-09 00:00:00,3440.0
2007-07-10 00:00:00,3405.0
2007-07-11 00:00:00,3475.0
2007-07-12 00:00:00,3544.0
2007-07-13 00:00:00,3590.0
2007-07-16 00:00:00,3505.0
2007-07-17 00:00:00,3515.0
2007-07-18 00:00:00,3500.0
2007-07-19 00:00:00,3570.0
2007-07-20 00:00:00,3705.0
2007-07-23 00:00:00,3690.0
2007-07-24 00:00:00,3730.0
2007-07-25 00:00:00,3635.0
2007-07-26 00:00:00,3497.0
2007-07-27 00:00:00,3470.0
2007-07-30 00:00:00,3470.0
2007-07-31 00:00:00,3545.0
2007-08-01 00:00:00,3520.0
2007-08-02 00:00:00,3475.0
2007-08-03 00:00:00,3360.0
2007-08-06 00:00:00,3350.0
2007-08-07 00:00:00,3380.0
2007-08-08 00:00:00,3440.0
2007-08-09 00:00:00,3390.0
2007-08-10 00:00:00,3330.0
2007-08-13 00:00:00,3355.0
2007-08-14 00:00:00,3295.0
2007-08-15 00:00:00,3230.0
2007-08-16 00:00:00,2990.0
2007-08-17 00:00:00,3070.0
2007-08-20 00:00:00,3075.0
2007-08-21 00:00:00,2995.0
2007-08-22 00:00:00,3105.0
2007-08-23 00:00:00,3150.0
2007-08-24 00:00:00,3130.0
2007-08-27 00:00:00,3130.0
2007-08-28 00:00:00,3075.0
2007-08-29 00:00:00,3075.0
2007-08-30 00:00:00,3040.0
2007-08-31 00:00:00,3110.0
2007-09-03 00:00:00,3040.0
2007-09-04 00:00:00,2950.0
2007-09-05 00:00:00,2820.0
2007-09-06 00:00:00,2825.0
2007-09-07 00:00:00,2775.0
2007-09-10 00:00:00,2704.0
2007-09-11 00:00:00,2760.0
2007-09-12 00:00:00,2760.0
2007-09-13 00:00:00,2870.0
2007-09-14 00:00:00,2850.0
2007-09-17 00:00:00,2780.0
2007-09-18 00:00:00,2840.0
2007-09-19 00:00:00,2984.0
2007-09-20 00:00:00,2904.0
2007-09-21 00:00:00,2879.0
2007-09-24 00:00:00,2925.0
2007-09-25 00:00:00,2925.0
2007-09-26 00:00:00,2985.0
2007-09-27 00:00:00,3075.0
2007-09-28 00:00:00,3050.0
2007-10-01 00:00:00,3100.0
2007-10-02 00:00:00,3065.0
2007-10-03 00:00:00,3110.0
2007-10-04 00:00:00,3025.0
2007-10-05 00:00:00,3055.0
2007-10-08 00:00:00,2950.0
2007-10-09 00:00:00,2995.0
2007-10-10 00:00:00,3065.0
2007-10-11 00:00:00,3070.0
2007-10-12 00:00:00,3125.0
2007-10-15 00:00:00,3140.0
2007-10-16 00:00:00,3045.0
2007-10-17 00:00:00,2975.0
2007-10-18 00:00:00,2970.0
2007-10-19 00:00:00,2955.0
2007-10-22 00:00:00,2880.0
2007-10-23 00:00:00,2912.0
2007-10-24 00:00:00,2835.0
2007-10-25 00:00:00,2865.0
2007-10-26 00:00:00,2900.0
2007-10-29 00:00:00,2905.0
2007-10-30 00:00:00,2845.0
2007-10-31 00:00:00,2825.0
2007-11-01 00:00:00,2740.0
2007-11-02 00:00:00,2769.0
2007-11-05 00:00:00,2725.0
2007-11-06 00:00:00,2820.0
2007-11-07 00:00:00,2760.0
2007-11-08 00:00:00,2775.0
2007-11-09 00:00:00,2725.0
2007-11-12 00:00:00,2631.0
2007-11-13 00:00:00,2640.0
2007-11-14 00:00:00,2665.0
2007-11-15 00:00:00,2587.5
2007-11-16 00:00:00,2525.0
2007-11-19 00:00:00,2355.0
2007-11-20 00:00:00,2360.0
2007-11-21 00:00:00,2220.0
2007-11-22 00:00:00,2220.0
2007-11-23 00:00:00,2275.0
2007-11-26 00:00:00,2389.0
2007-11-27 00:00:00,2385.0
2007-11-28 00:00:00,2490.0
2007-11-29 00:00:00,2510.0
2007-11-30 00:00:00,2595.0
2007-12-03 00:00:00,2490.0
2007-12-04 00:00:00,2430.0
2007-12-05 00:00:00,2406.0
2007-12-06 00:00:00,2395.0
2007-12-07 00:00:00,2430.0
2007-12-10 00:00:00,2380.0
2007-12-11 00:00:00,2430.0
2007-12-12 00:00:00,2460.0
2007-12-13 00:00:00,2375.0
2007-12-14 00:00:00,2325.0
2007-12-17 00:00:00,2299.0
2007-12-18 00:00:00,2318.0
2007-12-19 00:00:00,2308.0
2007-12-20 00:00:00,2320.0
2007-12-21 00:00:00,2415.0
2007-12-24 00:00:00,2415.0
