date,LME_Nickel_3M
2005-08-26 00:00:00,14800.0
2005-08-29 00:00:00,14800.0
2005-08-30 00:00:00,14775.0
2005-08-31 00:00:00,14850.0
2005-09-01 00:00:00,15100.0
2005-09-02 00:00:00,15240.0
2005-09-05 00:00:00,15140.0
2005-09-06 00:00:00,14825.0
2005-09-07 00:00:00,14500.0
2005-09-08 00:00:00,14450.0
2005-09-09 00:00:00,14350.0
2005-09-12 00:00:00,14550.0
2005-09-13 00:00:00,14330.0
2005-09-14 00:00:00,13975.0
2005-09-15 00:00:00,13000.0
2005-09-16 00:00:00,13150.0
2005-09-19 00:00:00,13500.0
2005-09-20 00:00:00,13500.0
2005-09-21 00:00:00,13575.0
2005-09-22 00:00:00,13500.0
2005-09-23 00:00:00,13650.0
2005-09-26 00:00:00,13775.0
2005-09-27 00:00:00,13425.0
2005-09-28 00:00:00,13455.0
2005-09-29 00:00:00,13495.0
2005-09-30 00:00:00,13500.0
2005-10-03 00:00:00,13476.67
2005-10-04 00:00:00,13175.0
2005-10-05 00:00:00,13245.0
2005-10-06 00:00:00,13180.0
2005-10-07 00:00:00,13125.0
2005-10-10 00:00:00,12725.0
2005-10-11 00:00:00,12750.0
2005-10-12 00:00:00,12625.0
2005-10-13 00:00:00,12200.0
2005-10-14 00:00:00,12230.0
2005-10-17 00:00:00,12590.0
2005-10-18 00:00:00,12350.0
2005-10-19 00:00:00,12050.0
2005-10-20 00:00:00,12100.0
2005-10-21 00:00:00,12000.0
2005-10-24 00:00:00,11875.0
2005-10-25 00:00:00,11750.0
2005-10-26 00:00:00,11825.0
2005-10-27 00:00:00,12100.0
2005-10-28 00:00:00,12000.0
2005-10-31 00:00:00,12020.0
2005-11-01 00:00:00,11630.0
2005-11-02 00:00:00,11670.0
2005-11-03 00:00:00,11555.0
2005-11-04 00:00:00,11700.0
2005-11-07 00:00:00,12150.0
2005-11-08 00:00:00,12250.0
2005-11-09 00:00:00,11900.0
2005-11-10 00:00:00,11870.0
2005-11-11 00:00:00,11850.0
2005-11-14 00:00:00,11875.0
2005-11-15 00:00:00,11900.0
2005-11-16 00:00:00,11735.0
2005-11-17 00:00:00,11950.0
2005-11-18 00:00:00,12350.0
2005-11-21 00:00:00,12900.0
2005-11-22 00:00:00,12575.0
2005-11-23 00:00:00,12625.0
2005-11-24 00:00:00,13050.0
2005-11-25 00:00:00,13050.0
2005-11-28 00:00:00,13050.0
2005-11-29 00:00:00,13025.0
2005-11-30 00:00:00,12800.0
2005-12-01 00:00:00,12775.0
2005-12-02 00:00:00,13100.0
2005-12-05 00:00:00,13375.0
2005-12-06 00:00:00,13375.0
2005-12-07 00:00:00,13425.0
2005-12-08 00:00:00,14000.0
2005-12-09 00:00:00,14275.0
2005-12-12 00:00:00,14250.0
2005-12-13 00:00:00,14190.0
2005-12-14 00:00:00,13700.0
2005-12-15 00:00:00,13625.0
2005-12-16 00:00:00,14000.0
2005-12-19 00:00:00,13775.0
2005-12-20 00:00:00,13300.0
2005-12-21 00:00:00,13225.0
2005-12-22 00:00:00,13395.0
2005-12-23 00:00:00,13575.0
2005-12-26 00:00:00,13575.0
2005-12-27 00:00:00,13575.0
2005-12-28 00:00:00,13550.0
2005-12-29 00:00:00,13350.0
2005-12-30 00:00:00,13500.0
2006-01-02 00:00:00,13500.0
2006-01-03 00:00:00,13900.0
2006-01-04 00:00:00,14100.0
2006-01-05 00:00:00,14300.0
2006-01-06 00:00:00,14325.0
2006-01-09 00:00:00,14975.0
2006-01-10 00:00:00,14975.0
2006-01-11 00:00:00,14700.0
2006-01-12 00:00:00,14700.0
2006-01-13 00:00:00,14875.0
2006-01-16 00:00:00,14720.0
2006-01-17 00:00:00,14750.0
2006-01-18 00:00:00,14900.0
2006-01-19 00:00:00,14800.0
2006-01-20 00:00:00,14600.0
2006-01-23 00:00:00,14875.0
2006-01-24 00:00:00,14800.0
2006-01-25 00:00:00,15100.0
2006-01-26 00:00:00,14825.0
2006-01-27 00:00:00,15400.0
2006-01-30 00:00:00,15325.0
2006-01-31 00:00:00,15225.0
2006-02-01 00:00:00,15275.0
2006-02-02 00:00:00,15200.0
2006-02-03 00:00:00,15200.0
2006-02-06 00:00:00,15125.0
2006-02-07 00:00:00,15000.0
2006-02-08 00:00:00,15000.0
2006-02-09 00:00:00,15800.0
2006-02-10 00:00:00,14875.0
2006-02-13 00:00:00,15050.0
2006-02-14 00:00:00,15300.0
2006-02-15 00:00:00,14925.0
2006-02-16 00:00:00,15150.0
2006-02-17 00:00:00,15100.0
2006-02-20 00:00:00,15150.0
2006-02-21 00:00:00,15175.0
2006-02-22 00:00:00,15040.0
2006-02-23 00:00:00,14925.0
2006-02-24 00:00:00,15075.0
2006-02-27 00:00:00,15000.0
2006-02-28 00:00:00,14950.0
2006-03-01 00:00:00,14850.0
2006-03-02 00:00:00,15295.0
2006-03-03 00:00:00,15150.0
2006-03-06 00:00:00,15080.0
2006-03-07 00:00:00,14860.0
2006-03-08 00:00:00,14700.0
2006-03-09 00:00:00,14780.0
2006-03-10 00:00:00,14950.0
2006-03-13 00:00:00,14850.0
2006-03-14 00:00:00,14875.0
2006-03-15 00:00:00,14875.0
2006-03-16 00:00:00,14800.0
2006-03-17 00:00:00,14900.0
2006-03-20 00:00:00,14795.0
2006-03-21 00:00:00,14750.0
2006-03-22 00:00:00,14875.0
2006-03-23 00:00:00,15350.0
2006-03-24 00:00:00,15200.0
2006-03-27 00:00:00,15275.0
2006-03-28 00:00:00,15175.0
2006-03-29 00:00:00,15055.0
2006-03-30 00:00:00,15450.0
2006-03-31 00:00:00,15250.0
2006-04-03 00:00:00,16000.0
2006-04-04 00:00:00,15875.0
2006-04-05 00:00:00,16750.0
2006-04-06 00:00:00,16950.0
2006-04-07 00:00:00,16850.0
2006-04-10 00:00:00,17425.0
2006-04-11 00:00:00,17750.0
2006-04-12 00:00:00,17990.0
2006-04-13 00:00:00,17825.0
2006-04-14 00:00:00,17825.0
2006-04-17 00:00:00,17825.0
2006-04-18 00:00:00,18275.0
2006-04-19 00:00:00,18350.0
2006-04-20 00:00:00,18455.0
2006-04-21 00:00:00,19400.0
2006-04-24 00:00:00,19325.0
2006-04-25 00:00:00,20000.0
2006-04-26 00:00:00,19550.0
2006-04-27 00:00:00,18800.0
2006-04-28 00:00:00,19275.0
2006-05-01 00:00:00,19275.0
2006-05-02 00:00:00,19000.0
2006-05-03 00:00:00,19095.0
2006-05-04 00:00:00,19600.0
2006-05-05 00:00:00,19470.0
2006-05-08 00:00:00,19800.0
2006-05-09 00:00:00,19950.0
2006-05-10 00:00:00,20450.0
2006-05-11 00:00:00,21050.0
2006-05-12 00:00:00,21130.0
2006-05-15 00:00:00,20000.0
2006-05-16 00:00:00,20450.0
2006-05-17 00:00:00,21000.0
2006-05-18 00:00:00,21200.0
2006-05-19 00:00:00,20500.0
2006-05-22 00:00:00,20900.0
2006-05-23 00:00:00,22195.0
2006-05-24 00:00:00,22000.0
2006-05-25 00:00:00,22125.0
2006-05-26 00:00:00,23000.0
2006-05-29 00:00:00,23000.0
2006-05-30 00:00:00,21600.0
2006-05-31 00:00:00,21900.0
2006-06-01 00:00:00,20550.0
2006-06-02 00:00:00,21400.0
2006-06-05 00:00:00,21450.0
2006-06-06 00:00:00,20950.0
2006-06-07 00:00:00,21295.0
2006-06-08 00:00:00,20275.0
2006-06-09 00:00:00,19850.0
2006-06-12 00:00:00,19130.0
2006-06-13 00:00:00,17525.0
2006-06-14 00:00:00,17910.0
2006-06-15 00:00:00,18900.0
2006-06-16 00:00:00,19190.0
2006-06-19 00:00:00,18800.0
2006-06-20 00:00:00,19205.0
2006-06-21 00:00:00,19950.0
2006-06-22 00:00:00,19500.0
2006-06-23 00:00:00,19250.0
2006-06-26 00:00:00,19975.0
2006-06-27 00:00:00,19850.0
2006-06-28 00:00:00,20400.0
2006-06-29 00:00:00,20750.0
2006-06-30 00:00:00,21350.0
2006-07-03 00:00:00,21800.0
2006-07-04 00:00:00,22550.0
2006-07-05 00:00:00,22750.0
2006-07-06 00:00:00,23550.0
2006-07-07 00:00:00,23895.0
2006-07-10 00:00:00,24650.0
2006-07-11 00:00:00,25500.0
2006-07-12 00:00:00,24750.0
2006-07-13 00:00:00,25250.0
2006-07-14 00:00:00,25600.0
2006-07-17 00:00:00,25750.0
2006-07-18 00:00:00,24250.0
2006-07-19 00:00:00,24000.0
2006-07-20 00:00:00,23600.0
2006-07-21 00:00:00,23600.0
2006-07-24 00:00:00,24025.0
2006-07-25 00:00:00,24650.0
2006-07-26 00:00:00,24055.0
2006-07-27 00:00:00,23700.0
2006-07-28 00:00:00,24700.0
2006-07-31 00:00:00,25500.0
2006-08-01 00:00:00,25850.0
2006-08-02 00:00:00,25600.0
2006-08-03 00:00:00,24400.0
2006-08-04 00:00:00,25700.0
2006-08-07 00:00:00,26000.0
2006-08-08 00:00:00,25900.0
2006-08-09 00:00:00,26375.0
2006-08-10 00:00:00,26400.0
2006-08-11 00:00:00,26625.0
2006-08-14 00:00:00,27100.0
2006-08-15 00:00:00,27455.0
2006-08-16 00:00:00,29100.0
2006-08-17 00:00:00,27700.0
2006-08-18 00:00:00,28000.0
2006-08-21 00:00:00,28445.0
2006-08-22 00:00:00,29950.0
2006-08-23 00:00:00,28750.0
2006-08-24 00:00:00,28900.0
2006-08-25 00:00:00,29400.0
2006-08-28 00:00:00,29400.0
2006-08-29 00:00:00,28500.0
2006-08-30 00:00:00,27500.0
2006-08-31 00:00:00,28800.0
2006-09-01 00:00:00,28550.0
2006-09-04 00:00:00,27600.0
2006-09-05 00:00:00,27900.0
2006-09-06 00:00:00,28400.0
2006-09-07 00:00:00,28450.0
2006-09-08 00:00:00,28000.0
2006-09-11 00:00:00,27500.0
2006-09-12 00:00:00,29295.0
2006-09-13 00:00:00,29075.0
2006-09-14 00:00:00,28050.0
2006-09-15 00:00:00,25500.0
2006-09-18 00:00:00,26600.0
2006-09-19 00:00:00,27355.0
2006-09-20 00:00:00,26955.0
2006-09-21 00:00:00,27400.0
2006-09-22 00:00:00,27650.0
2006-09-25 00:00:00,28000.0
2006-09-26 00:00:00,27650.0
2006-09-27 00:00:00,28400.0
2006-09-28 00:00:00,29000.0
2006-09-29 00:00:00,29350.0
2006-10-02 00:00:00,29250.0
2006-10-03 00:00:00,28750.0
2006-10-04 00:00:00,28075.0
2006-10-05 00:00:00,28900.0
2006-10-06 00:00:00,29500.0
2006-10-09 00:00:00,29450.0
2006-10-10 00:00:00,29695.0
2006-10-11 00:00:00,30125.0
2006-10-12 00:00:00,30500.0
2006-10-13 00:00:00,30750.0
2006-10-16 00:00:00,31850.0
2006-10-17 00:00:00,31400.0
2006-10-18 00:00:00,30900.0
2006-10-19 00:00:00,31675.0
2006-10-20 00:00:00,32050.0
2006-10-23 00:00:00,32400.0
2006-10-24 00:00:00,32200.0
2006-10-25 00:00:00,31600.0
2006-10-26 00:00:00,30400.0
2006-10-27 00:00:00,31000.0
2006-10-30 00:00:00,30600.0
2006-10-31 00:00:00,31350.0
2006-11-01 00:00:00,30950.0
2006-11-02 00:00:00,31800.0
2006-11-03 00:00:00,31400.0
2006-11-06 00:00:00,31100.0
2006-11-07 00:00:00,31250.0
2006-11-08 00:00:00,30050.0
2006-11-09 00:00:00,30305.0
2006-11-10 00:00:00,29400.0
2006-11-13 00:00:00,29900.0
2006-11-14 00:00:00,29200.0
2006-11-15 00:00:00,29900.0
2006-11-16 00:00:00,29600.0
2006-11-17 00:00:00,29900.0
2006-11-20 00:00:00,30250.0
2006-11-21 00:00:00,31300.0
2006-11-22 00:00:00,31150.0
2006-11-23 00:00:00,32400.0
2006-11-24 00:00:00,33450.0
2006-11-27 00:00:00,33500.0
2006-11-28 00:00:00,33100.0
2006-11-29 00:00:00,32700.0
2006-11-30 00:00:00,33950.0
2006-12-01 00:00:00,33900.0
2006-12-04 00:00:00,33700.0
2006-12-05 00:00:00,34300.0
2006-12-06 00:00:00,34250.0
2006-12-07 00:00:00,33700.0
2006-12-08 00:00:00,34275.0
2006-12-11 00:00:00,34000.0
2006-12-12 00:00:00,32800.0
2006-12-13 00:00:00,33250.0
2006-12-14 00:00:00,34750.0
2006-12-15 00:00:00,34350.0
2006-12-18 00:00:00,34050.0
2006-12-19 00:00:00,33600.0
2006-12-20 00:00:00,32900.0
2006-12-21 00:00:00,32300.0
2006-12-22 00:00:00,33450.0
2006-12-25 00:00:00,33450.0
2006-12-26 00:00:00,33450.0
2006-12-27 00:00:00,33550.0
2006-12-28 00:00:00,33250.0
2006-12-29 00:00:00,33325.0
2007-01-01 00:00:00,33325.0
2007-01-02 00:00:00,32475.0
2007-01-03 00:00:00,32750.0
2007-01-04 00:00:00,34200.0
2007-01-05 00:00:00,33100.0
2007-01-08 00:00:00,31400.0
2007-01-09 00:00:00,30250.0
2007-01-10 00:00:00,32500.0
2007-01-11 00:00:00,33500.0
2007-01-12 00:00:00,32445.0
2007-01-15 00:00:00,33200.0
2007-01-16 00:00:00,33600.0
2007-01-17 00:00:00,35500.0
2007-01-18 00:00:00,35400.0
2007-01-19 00:00:00,36100.0
2007-01-22 00:00:00,37300.0
2007-01-23 00:00:00,37800.0
2007-01-24 00:00:00,37450.0
2007-01-25 00:00:00,38150.0
2007-01-26 00:00:00,38100.0
2007-01-29 00:00:00,37375.0
2007-01-30 00:00:00,35700.0
2007-01-31 00:00:00,37000.0
2007-02-01 00:00:00,36850.0
2007-02-02 00:00:00,37400.0
2007-02-05 00:00:00,35695.0
2007-02-06 00:00:00,35800.0
2007-02-07 00:00:00,35900.0
2007-02-08 00:00:00,35450.0
2007-02-09 00:00:00,36150.0
2007-02-12 00:00:00,34875.0
2007-02-13 00:00:00,36000.0
2007-02-14 00:00:00,37500.0
2007-02-15 00:00:00,39500.0
2007-02-16 00:00:00,38900.0
2007-02-19 00:00:00,38800.0
2007-02-20 00:00:00,39850.0
2007-02-21 00:00:00,39500.0
2007-02-22 00:00:00,38900.0
2007-02-23 00:00:00,40800.0
2007-02-26 00:00:00,41300.0
2007-02-27 00:00:00,41650.0
2007-02-28 00:00:00,41395.0
2007-03-01 00:00:00,41500.0
2007-03-02 00:00:00,41100.0
2007-03-05 00:00:00,39300.0
2007-03-06 00:00:00,40400.0
2007-03-07 00:00:00,42000.0
2007-03-08 00:00:00,42850.0
2007-03-09 00:00:00,42400.0
2007-03-12 00:00:00,43800.0
2007-03-13 00:00:00,43600.0
2007-03-14 00:00:00,44800.0
2007-03-15 00:00:00,47100.0
2007-03-16 00:00:00,47700.0
2007-03-19 00:00:00,46600.0
2007-03-20 00:00:00,44600.0
2007-03-21 00:00:00,43855.0
2007-03-22 00:00:00,45150.0
2007-03-23 00:00:00,42200.0
2007-03-26 00:00:00,42500.0
2007-03-27 00:00:00,42800.0
2007-03-28 00:00:00,43400.0
2007-03-29 00:00:00,43850.0
2007-03-30 00:00:00,44800.0
2007-04-02 00:00:00,45600.0
2007-04-03 00:00:00,48590.0
2007-04-04 00:00:00,49400.0
2007-04-05 00:00:00,49400.0
2007-04-06 00:00:00,49400.0
2007-04-09 00:00:00,49400.0
2007-04-10 00:00:00,48400.0
2007-04-11 00:00:00,46900.0
2007-04-12 00:00:00,46400.0
2007-04-13 00:00:00,46500.0
2007-04-16 00:00:00,46200.0
2007-04-17 00:00:00,48400.0
2007-04-18 00:00:00,47900.0
2007-04-19 00:00:00,47525.0
2007-04-20 00:00:00,48700.0
2007-04-23 00:00:00,49400.0
2007-04-24 00:00:00,47700.0
2007-04-25 00:00:00,47300.0
2007-04-26 00:00:00,47000.0
2007-04-27 00:00:00,48500.0
2007-04-30 00:00:00,47800.0
2007-05-01 00:00:00,48600.0
2007-05-02 00:00:00,48800.0
2007-05-03 00:00:00,49800.0
2007-05-04 00:00:00,51600.0
2007-05-07 00:00:00,51600.0
2007-05-08 00:00:00,51000.0
2007-05-09 00:00:00,49295.0
2007-05-10 00:00:00,50000.0
2007-05-11 00:00:00,50500.0
2007-05-14 00:00:00,49050.0
2007-05-15 00:00:00,50700.0
2007-05-16 00:00:00,50400.0
2007-05-17 00:00:00,48800.0
2007-05-18 00:00:00,50400.0
2007-05-21 00:00:00,50450.0
2007-05-22 00:00:00,48200.0
2007-05-23 00:00:00,46200.0
2007-05-24 00:00:00,45010.0
2007-05-25 00:00:00,46300.0
2007-05-28 00:00:00,46300.0
2007-05-29 00:00:00,47650.0
2007-05-30 00:00:00,46650.0
2007-05-31 00:00:00,46000.0
2007-06-01 00:00:00,47500.0
2007-06-04 00:00:00,47650.0
2007-06-05 00:00:00,46200.0
2007-06-06 00:00:00,45500.0
2007-06-07 00:00:00,42900.0
2007-06-08 00:00:00,42300.0
2007-06-11 00:00:00,42500.0
2007-06-12 00:00:00,40050.0
2007-06-13 00:00:00,39850.0
2007-06-14 00:00:00,41800.0
2007-06-15 00:00:00,42205.0
2007-06-18 00:00:00,40400.0
2007-06-19 00:00:00,37500.0
2007-06-20 00:00:00,36500.0
2007-06-21 00:00:00,37100.0
2007-06-22 00:00:00,37650.0
2007-06-25 00:00:00,39100.0
2007-06-26 00:00:00,37495.0
2007-06-27 00:00:00,37600.0
2007-06-28 00:00:00,36750.0
2007-06-29 00:00:00,36200.0
2007-07-02 00:00:00,35900.0
2007-07-03 00:00:00,36300.0
2007-07-04 00:00:00,36250.0
2007-07-05 00:00:00,36100.0
2007-07-06 00:00:00,35300.0
2007-07-09 00:00:00,34400.0
2007-07-10 00:00:00,32645.0
2007-07-11 00:00:00,33300.0
2007-07-12 00:00:00,33200.0
2007-07-13 00:00:00,32600.0
2007-07-16 00:00:00,32005.0
2007-07-17 00:00:00,31990.0
2007-07-18 00:00:00,32695.0
2007-07-19 00:00:00,33900.0
2007-07-20 00:00:00,35050.0
2007-07-23 00:00:00,33400.0
2007-07-24 00:00:00,32200.0
2007-07-25 00:00:00,31400.0
2007-07-26 00:00:00,31200.0
2007-07-27 00:00:00,30450.0
2007-07-30 00:00:00,30200.0
2007-07-31 00:00:00,31445.0
2007-08-01 00:00:00,30775.0
2007-08-02 00:00:00,29900.0
2007-08-03 00:00:00,29150.0
2007-08-06 00:00:00,29200.0
2007-08-07 00:00:00,28900.0
2007-08-08 00:00:00,28100.0
2007-08-09 00:00:00,27000.0
2007-08-10 00:00:00,26650.0
2007-08-13 00:00:00,27450.0
2007-08-14 00:00:00,27300.0
2007-08-15 00:00:00,26500.0
2007-08-16 00:00:00,25100.0
2007-08-17 00:00:00,26000.0
2007-08-20 00:00:00,26100.0
2007-08-21 00:00:00,27195.0
2007-08-22 00:00:00,28150.0
2007-08-23 00:00:00,27800.0
2007-08-24 00:00:00,27700.0
2007-08-27 00:00:00,27700.0
2007-08-28 00:00:00,27695.0
2007-08-29 00:00:00,27800.0
2007-08-30 00:00:00,28300.0
2007-08-31 00:00:00,29800.0
2007-09-03 00:00:00,29800.0
2007-09-04 00:00:00,28700.0
2007-09-05 00:00:00,27300.0
2007-09-06 00:00:00,27325.0
2007-09-07 00:00:00,27000.0
2007-09-10 00:00:00,26725.0
2007-09-11 00:00:00,27000.0
2007-09-12 00:00:00,27100.0
2007-09-13 00:00:00,27900.0
2007-09-14 00:00:00,28600.0
2007-09-17 00:00:00,29000.0
2007-09-18 00:00:00,30750.0
2007-09-19 00:00:00,33800.0
2007-09-20 00:00:00,32600.0
2007-09-21 00:00:00,32300.0
2007-09-24 00:00:00,33100.0
2007-09-25 00:00:00,32550.0
2007-09-26 00:00:00,32450.0
2007-09-27 00:00:00,31800.0
2007-09-28 00:00:00,30500.0
2007-10-01 00:00:00,30400.0
2007-10-02 00:00:00,30700.0
2007-10-03 00:00:00,31525.0
2007-10-04 00:00:00,30800.0
2007-10-05 00:00:00,31400.0
2007-10-08 00:00:00,30150.0
2007-10-09 00:00:00,30700.0
2007-10-10 00:00:00,31495.0
2007-10-11 00:00:00,32100.0
2007-10-12 00:00:00,32000.0
2007-10-15 00:00:00,31950.0
2007-10-16 00:00:00,31800.0
2007-10-17 00:00:00,31800.0
2007-10-18 00:00:00,32500.0
2007-10-19 00:00:00,32250.0
2007-10-22 00:00:00,31750.0
2007-10-23 00:00:00,31750.0
2007-10-24 00:00:00,30800.0
2007-10-25 00:00:00,31650.0
2007-10-26 00:00:00,31800.0
2007-10-29 00:00:00,31600.0
2007-10-30 00:00:00,31500.0
2007-10-31 00:00:00,32050.0
2007-11-01 00:00:00,32450.0
2007-11-02 00:00:00,32200.0
2007-11-05 00:00:00,31600.0
2007-11-06 00:00:00,32300.0
2007-11-07 00:00:00,32200.0
2007-11-08 00:00:00,32750.0
2007-11-09 00:00:00,33850.0
2007-11-12 00:00:00,33700.0
2007-11-13 00:00:00,33450.0
2007-11-14 00:00:00,33200.0
2007-11-15 00:00:00,31695.0
2007-11-16 00:00:00,31250.0
2007-11-19 00:00:00,30200.0
2007-11-20 00:00:00,30300.0
2007-11-21 00:00:00,29695.0
2007-11-22 00:00:00,28850.0
2007-11-23 00:00:00,29100.0
2007-11-26 00:00:00,28850.0
2007-11-27 00:00:00,28705.0
2007-11-28 00:00:00,28100.0
2007-11-29 00:00:00,26950.0
2007-11-30 00:00:00,27095.0
2007-12-03 00:00:00,26800.0
2007-12-04 00:00:00,25695.0
2007-12-05 00:00:00,25850.0
2007-12-06 00:00:00,26000.0
2007-12-07 00:00:00,27400.0
2007-12-10 00:00:00,26300.0
2007-12-11 00:00:00,26700.0
2007-12-12 00:00:00,26250.0
2007-12-13 00:00:00,25650.0
2007-12-14 00:00:00,26500.0
2007-12-17 00:00:00,25700.0
2007-12-18 00:00:00,25900.0
2007-12-19 00:00:00,26700.0
2007-12-20 00:00:00,26350.0
2007-12-21 00:00:00,26950.0
2007-12-24 00:00:00,26950.0
