date,LME_Aluminum_3M
2006-03-27 00:00:00,2555.0
2006-03-28 00:00:00,2543.0
2006-03-29 00:00:00,2516.0
2006-03-30 00:00:00,2534.0
2006-03-31 00:00:00,2471.0
2006-04-03 00:00:00,2520.0
2006-04-04 00:00:00,2463.0
2006-04-05 00:00:00,2510.0
2006-04-06 00:00:00,2588.0
2006-04-07 00:00:00,2540.0
2006-04-10 00:00:00,2574.0
2006-04-11 00:00:00,2565.0
2006-04-12 00:00:00,2615.0
2006-04-13 00:00:00,2603.0
2006-04-14 00:00:00,2603.0
2006-04-17 00:00:00,2603.0
2006-04-18 00:00:00,2712.0
2006-04-19 00:00:00,2682.0
2006-04-20 00:00:00,2645.0
2006-04-21 00:00:00,2778.0
2006-04-24 00:00:00,2730.0
2006-04-25 00:00:00,2794.0
2006-04-26 00:00:00,2838.0
2006-04-27 00:00:00,2740.0
2006-04-28 00:00:00,2755.0
2006-05-01 00:00:00,2755.0
2006-05-02 00:00:00,2793.0
2006-05-03 00:00:00,2748.0
2006-05-04 00:00:00,2875.0
2006-05-05 00:00:00,2935.0
2006-05-08 00:00:00,2928.0
2006-05-09 00:00:00,3012.0
2006-05-10 00:00:00,3095.0
2006-05-11 00:00:00,3185.0
2006-05-12 00:00:00,3098.0
2006-05-15 00:00:00,2952.0
2006-05-16 00:00:00,2970.0
2006-05-17 00:00:00,2900.0
2006-05-18 00:00:00,2865.0
2006-05-19 00:00:00,2720.0
2006-05-22 00:00:00,2760.0
2006-05-23 00:00:00,2870.0
2006-05-24 00:00:00,2740.0
2006-05-25 00:00:00,2755.0
2006-05-26 00:00:00,2796.0
2006-05-29 00:00:00,2796.0
2006-05-30 00:00:00,2695.0
2006-05-31 00:00:00,2650.0
2006-06-01 00:00:00,2610.0
2006-06-02 00:00:00,2645.0
2006-06-05 00:00:00,2581.0
2006-06-06 00:00:00,2543.0
2006-06-07 00:00:00,2615.0
2006-06-08 00:00:00,2502.0
2006-06-09 00:00:00,2515.0
2006-06-12 00:00:00,2500.0
2006-06-13 00:00:00,2455.0
2006-06-14 00:00:00,2510.0
2006-06-15 00:00:00,2565.0
2006-06-16 00:00:00,2565.0
2006-06-19 00:00:00,2485.0
2006-06-20 00:00:00,2485.0
2006-06-21 00:00:00,2500.0
2006-06-22 00:00:00,2485.0
2006-06-23 00:00:00,2449.0
2006-06-26 00:00:00,2550.0
2006-06-27 00:00:00,2485.0
2006-06-28 00:00:00,2483.0
2006-06-29 00:00:00,2555.0
2006-06-30 00:00:00,2630.0
2006-07-03 00:00:00,2605.0
2006-07-04 00:00:00,2591.0
2006-07-05 00:00:00,2480.0
2006-07-06 00:00:00,2600.0
2006-07-07 00:00:00,2577.0
2006-07-10 00:00:00,2565.0
2006-07-11 00:00:00,2608.0
2006-07-12 00:00:00,2675.0
2006-07-13 00:00:00,2605.0
2006-07-14 00:00:00,2626.0
2006-07-17 00:00:00,2570.0
2006-07-18 00:00:00,2535.0
2006-07-19 00:00:00,2560.0
2006-07-20 00:00:00,2505.0
2006-07-21 00:00:00,2460.0
2006-07-24 00:00:00,2500.0
2006-07-25 00:00:00,2530.0
2006-07-26 00:00:00,2465.0
2006-07-27 00:00:00,2521.0
2006-07-28 00:00:00,2528.0
2006-07-31 00:00:00,2570.0
2006-08-01 00:00:00,2535.0
2006-08-02 00:00:00,2555.0
2006-08-03 00:00:00,2499.0
2006-08-04 00:00:00,2539.0
2006-08-07 00:00:00,2555.0
2006-08-08 00:00:00,2565.0
2006-08-09 00:00:00,2585.0
2006-08-10 00:00:00,2550.0
2006-08-11 00:00:00,2520.0
2006-08-14 00:00:00,2481.0
2006-08-15 00:00:00,2499.0
2006-08-16 00:00:00,2501.0
2006-08-17 00:00:00,2460.0
2006-08-18 00:00:00,2470.0
2006-08-21 00:00:00,2480.0
2006-08-22 00:00:00,2480.0
2006-08-23 00:00:00,2483.0
2006-08-24 00:00:00,2485.0
2006-08-25 00:00:00,2485.0
2006-08-28 00:00:00,2485.0
2006-08-29 00:00:00,2470.0
2006-08-30 00:00:00,2485.0
2006-08-31 00:00:00,2505.0
2006-09-01 00:00:00,2492.0
2006-09-04 00:00:00,2490.0
2006-09-05 00:00:00,2573.0
2006-09-06 00:00:00,2634.0
2006-09-07 00:00:00,2670.0
2006-09-08 00:00:00,2637.0
2006-09-11 00:00:00,2495.0
2006-09-12 00:00:00,2462.0
2006-09-13 00:00:00,2481.0
2006-09-14 00:00:00,2463.0
2006-09-15 00:00:00,2426.0
2006-09-18 00:00:00,2465.0
2006-09-19 00:00:00,2453.0
2006-09-20 00:00:00,2470.0
2006-09-21 00:00:00,2555.0
2006-09-22 00:00:00,2550.0
2006-09-25 00:00:00,2518.0
2006-09-26 00:00:00,2534.0
2006-09-27 00:00:00,2532.0
2006-09-28 00:00:00,2605.0
2006-09-29 00:00:00,2584.0
2006-10-02 00:00:00,2565.0
2006-10-03 00:00:00,2565.0
2006-10-04 00:00:00,2475.0
2006-10-05 00:00:00,2541.5
2006-10-06 00:00:00,2590.0
2006-10-09 00:00:00,2620.0
2006-10-10 00:00:00,2585.0
2006-10-11 00:00:00,2607.0
2006-10-12 00:00:00,2595.0
2006-10-13 00:00:00,2635.0
2006-10-16 00:00:00,2678.0
2006-10-17 00:00:00,2674.0
2006-10-18 00:00:00,2715.0
2006-10-19 00:00:00,2740.0
2006-10-20 00:00:00,2718.0
2006-10-23 00:00:00,2710.0
2006-10-24 00:00:00,2704.0
2006-10-25 00:00:00,2764.0
2006-10-26 00:00:00,2765.0
2006-10-27 00:00:00,2808.0
2006-10-30 00:00:00,2808.0
2006-10-31 00:00:00,2790.0
2006-11-01 00:00:00,2734.0
2006-11-02 00:00:00,2756.0
2006-11-03 00:00:00,2787.0
2006-11-06 00:00:00,2798.0
2006-11-07 00:00:00,2792.0
2006-11-08 00:00:00,2717.0
2006-11-09 00:00:00,2830.0
2006-11-10 00:00:00,2695.0
2006-11-13 00:00:00,2714.0
2006-11-14 00:00:00,2686.0
2006-11-15 00:00:00,2699.0
2006-11-16 00:00:00,2668.0
2006-11-17 00:00:00,2625.0
2006-11-20 00:00:00,2655.0
2006-11-21 00:00:00,2678.0
2006-11-22 00:00:00,2675.0
2006-11-23 00:00:00,2688.0
2006-11-24 00:00:00,2718.0
2006-11-27 00:00:00,2700.0
2006-11-28 00:00:00,2704.0
2006-11-29 00:00:00,2700.0
2006-11-30 00:00:00,2738.0
2006-12-01 00:00:00,2818.0
2006-12-04 00:00:00,2812.0
2006-12-05 00:00:00,2840.0
2006-12-06 00:00:00,2780.0
2006-12-07 00:00:00,2817.0
2006-12-08 00:00:00,2825.0
2006-12-11 00:00:00,2800.0
2006-12-12 00:00:00,2807.0
2006-12-13 00:00:00,2800.0
2006-12-14 00:00:00,2864.0
2006-12-15 00:00:00,2803.0
2006-12-18 00:00:00,2788.0
2006-12-19 00:00:00,2805.0
2006-12-20 00:00:00,2773.0
2006-12-21 00:00:00,2768.0
2006-12-22 00:00:00,2799.0
2006-12-25 00:00:00,2799.0
2006-12-26 00:00:00,2799.0
2006-12-27 00:00:00,2825.0
2006-12-28 00:00:00,2830.0
2006-12-29 00:00:00,2803.0
2007-01-01 00:00:00,2803.0
2007-01-02 00:00:00,2785.0
2007-01-03 00:00:00,2740.0
2007-01-04 00:00:00,2700.0
2007-01-05 00:00:00,2608.0
2007-01-08 00:00:00,2610.0
2007-01-09 00:00:00,2655.0
2007-01-10 00:00:00,2710.0
2007-01-11 00:00:00,2735.0
2007-01-12 00:00:00,2695.0
2007-01-15 00:00:00,2690.0
2007-01-16 00:00:00,2681.0
2007-01-17 00:00:00,2678.0
2007-01-18 00:00:00,2695.0
2007-01-19 00:00:00,2717.0
2007-01-22 00:00:00,2757.0
2007-01-23 00:00:00,2815.0
2007-01-24 00:00:00,2804.0
2007-01-25 00:00:00,2792.0
2007-01-26 00:00:00,2795.0
2007-01-29 00:00:00,2710.0
2007-01-30 00:00:00,2696.0
2007-01-31 00:00:00,2730.0
2007-02-01 00:00:00,2753.0
2007-02-02 00:00:00,2720.0
2007-02-05 00:00:00,2712.0
2007-02-06 00:00:00,2705.0
2007-02-07 00:00:00,2655.0
2007-02-08 00:00:00,2690.0
2007-02-09 00:00:00,2700.0
2007-02-12 00:00:00,2707.0
2007-02-13 00:00:00,2820.0
2007-02-14 00:00:00,2828.0
2007-02-15 00:00:00,2815.0
2007-02-16 00:00:00,2795.0
2007-02-19 00:00:00,2780.0
2007-02-20 00:00:00,2742.0
2007-02-21 00:00:00,2758.0
2007-02-22 00:00:00,2795.0
2007-02-23 00:00:00,2885.0
2007-02-26 00:00:00,2895.0
2007-02-27 00:00:00,2881.0
2007-02-28 00:00:00,2815.0
2007-03-01 00:00:00,2795.0
2007-03-02 00:00:00,2748.0
2007-03-05 00:00:00,2678.0
2007-03-06 00:00:00,2694.0
2007-03-07 00:00:00,2730.0
2007-03-08 00:00:00,2745.0
2007-03-09 00:00:00,2718.0
2007-03-12 00:00:00,2773.0
2007-03-13 00:00:00,2737.0
2007-03-14 00:00:00,2715.0
2007-03-15 00:00:00,2790.0
2007-03-16 00:00:00,2814.0
2007-03-19 00:00:00,2812.0
2007-03-20 00:00:00,2794.0
2007-03-21 00:00:00,2750.0
2007-03-22 00:00:00,2780.0
2007-03-23 00:00:00,2763.0
2007-03-26 00:00:00,2725.0
2007-03-27 00:00:00,2747.0
2007-03-28 00:00:00,2745.0
2007-03-29 00:00:00,2780.0
2007-03-30 00:00:00,2780.0
2007-04-02 00:00:00,2755.0
2007-04-03 00:00:00,2845.0
2007-04-04 00:00:00,2871.0
2007-04-05 00:00:00,2840.0
2007-04-06 00:00:00,2840.0
2007-04-09 00:00:00,2840.0
2007-04-10 00:00:00,2875.0
2007-04-11 00:00:00,2871.0
2007-04-12 00:00:00,2835.0
2007-04-13 00:00:00,2812.0
2007-04-16 00:00:00,2822.0
2007-04-17 00:00:00,2892.5
2007-04-18 00:00:00,2878.0
2007-04-19 00:00:00,2845.0
2007-04-20 00:00:00,2842.0
2007-04-23 00:00:00,2863.0
2007-04-24 00:00:00,2840.0
2007-04-25 00:00:00,2822.0
2007-04-26 00:00:00,2810.0
2007-04-27 00:00:00,2854.0
2007-04-30 00:00:00,2860.0
2007-05-01 00:00:00,2847.0
2007-05-02 00:00:00,2827.0
2007-05-03 00:00:00,2847.5
2007-05-04 00:00:00,2890.0
2007-05-07 00:00:00,2890.0
2007-05-08 00:00:00,2895.0
2007-05-09 00:00:00,2886.0
2007-05-10 00:00:00,2838.0
2007-05-11 00:00:00,2875.0
2007-05-14 00:00:00,2830.0
2007-05-15 00:00:00,2854.0
2007-05-16 00:00:00,2848.0
2007-05-17 00:00:00,2835.0
2007-05-18 00:00:00,2850.0
2007-05-21 00:00:00,2869.0
2007-05-22 00:00:00,2855.0
2007-05-23 00:00:00,2821.0
2007-05-24 00:00:00,2755.0
2007-05-25 00:00:00,2792.0
2007-05-28 00:00:00,2792.0
2007-05-29 00:00:00,2772.0
2007-05-30 00:00:00,2757.0
2007-05-31 00:00:00,2790.0
2007-06-01 00:00:00,2788.0
2007-06-04 00:00:00,2826.0
2007-06-05 00:00:00,2803.0
2007-06-06 00:00:00,2743.0
2007-06-07 00:00:00,2736.0
2007-06-08 00:00:00,2690.0
2007-06-11 00:00:00,2724.0
2007-06-12 00:00:00,2699.0
2007-06-13 00:00:00,2718.0
2007-06-14 00:00:00,2730.0
2007-06-15 00:00:00,2750.0
2007-06-18 00:00:00,2705.0
2007-06-19 00:00:00,2706.0
2007-06-20 00:00:00,2733.0
2007-06-21 00:00:00,2710.0
2007-06-22 00:00:00,2697.0
2007-06-25 00:00:00,2721.0
2007-06-26 00:00:00,2699.0
2007-06-27 00:00:00,2705.0
2007-06-28 00:00:00,2740.0
2007-06-29 00:00:00,2725.0
2007-07-02 00:00:00,2758.0
2007-07-03 00:00:00,2746.0
2007-07-04 00:00:00,2784.0
2007-07-05 00:00:00,2789.0
2007-07-06 00:00:00,2812.0
2007-07-09 00:00:00,2812.0
2007-07-10 00:00:00,2808.0
2007-07-11 00:00:00,2834.0
2007-07-12 00:00:00,2800.0
2007-07-13 00:00:00,2792.0
2007-07-16 00:00:00,2793.0
2007-07-17 00:00:00,2798.0
2007-07-18 00:00:00,2786.0
2007-07-19 00:00:00,2832.0
2007-07-20 00:00:00,2856.0
2007-07-23 00:00:00,2825.0
2007-07-24 00:00:00,2825.0
2007-07-25 00:00:00,2770.0
2007-07-26 00:00:00,2736.0
2007-07-27 00:00:00,2755.0
2007-07-30 00:00:00,2758.0
2007-07-31 00:00:00,2751.0
2007-08-01 00:00:00,2739.0
2007-08-02 00:00:00,2720.0
2007-08-03 00:00:00,2645.0
2007-08-06 00:00:00,2652.0
2007-08-07 00:00:00,2665.0
2007-08-08 00:00:00,2648.0
2007-08-09 00:00:00,2602.0
2007-08-10 00:00:00,2590.0
2007-08-13 00:00:00,2593.0
2007-08-14 00:00:00,2552.0
2007-08-15 00:00:00,2543.0
2007-08-16 00:00:00,2470.0
2007-08-17 00:00:00,2495.0
2007-08-20 00:00:00,2477.0
2007-08-21 00:00:00,2477.0
2007-08-22 00:00:00,2515.0
2007-08-23 00:00:00,2532.0
2007-08-24 00:00:00,2568.0
2007-08-27 00:00:00,2568.0
2007-08-28 00:00:00,2526.0
2007-08-29 00:00:00,2528.0
2007-08-30 00:00:00,2530.0
2007-08-31 00:00:00,2544.0
2007-09-03 00:00:00,2478.0
2007-09-04 00:00:00,2451.0
2007-09-05 00:00:00,2445.0
2007-09-06 00:00:00,2470.0
2007-09-07 00:00:00,2447.0
2007-09-10 00:00:00,2424.0
2007-09-11 00:00:00,2458.0
2007-09-12 00:00:00,2440.0
2007-09-13 00:00:00,2480.0
2007-09-14 00:00:00,2430.0
2007-09-17 00:00:00,2395.0
2007-09-18 00:00:00,2407.0
2007-09-19 00:00:00,2484.0
2007-09-20 00:00:00,2442.0
2007-09-21 00:00:00,2407.0
2007-09-24 00:00:00,2409.0
2007-09-25 00:00:00,2456.0
2007-09-26 00:00:00,2468.0
2007-09-27 00:00:00,2498.0
2007-09-28 00:00:00,2520.0
2007-10-01 00:00:00,2527.0
2007-10-02 00:00:00,2487.0
2007-10-03 00:00:00,2482.0
2007-10-04 00:00:00,2423.0
2007-10-05 00:00:00,2430.0
2007-10-08 00:00:00,2387.0
2007-10-09 00:00:00,2423.0
2007-10-10 00:00:00,2466.0
2007-10-11 00:00:00,2470.0
2007-10-12 00:00:00,2505.0
2007-10-15 00:00:00,2493.0
2007-10-16 00:00:00,2500.0
2007-10-17 00:00:00,2510.0
2007-10-18 00:00:00,2551.0
2007-10-19 00:00:00,2557.0
2007-10-22 00:00:00,2527.0
2007-10-23 00:00:00,2522.0
2007-10-24 00:00:00,2495.0
2007-10-25 00:00:00,2513.0
2007-10-26 00:00:00,2538.0
2007-10-29 00:00:00,2525.0
2007-10-30 00:00:00,2522.0
2007-10-31 00:00:00,2545.0
2007-11-01 00:00:00,2541.0
2007-11-02 00:00:00,2622.0
2007-11-05 00:00:00,2610.0
2007-11-06 00:00:00,2643.0
2007-11-07 00:00:00,2623.0
2007-11-08 00:00:00,2630.0
2007-11-09 00:00:00,2610.0
2007-11-12 00:00:00,2570.0
2007-11-13 00:00:00,2577.0
2007-11-14 00:00:00,2609.0
2007-11-15 00:00:00,2569.0
2007-11-16 00:00:00,2550.0
2007-11-19 00:00:00,2509.0
2007-11-20 00:00:00,2544.0
2007-11-21 00:00:00,2521.0
2007-11-22 00:00:00,2500.0
2007-11-23 00:00:00,2495.0
2007-11-26 00:00:00,2510.0
2007-11-27 00:00:00,2508.0
2007-11-28 00:00:00,2510.0
2007-11-29 00:00:00,2504.0
2007-11-30 00:00:00,2500.0
2007-12-03 00:00:00,2459.0
2007-12-04 00:00:00,2467.0
2007-12-05 00:00:00,2465.0
2007-12-06 00:00:00,2448.0
2007-12-07 00:00:00,2481.0
2007-12-10 00:00:00,2461.0
2007-12-11 00:00:00,2465.0
2007-12-12 00:00:00,2457.0
2007-12-13 00:00:00,2416.0
2007-12-14 00:00:00,2415.0
2007-12-17 00:00:00,2410.0
2007-12-18 00:00:00,2411.0
2007-12-19 00:00:00,2430.0
2007-12-20 00:00:00,2406.0
2007-12-21 00:00:00,2410.0
2007-12-24 00:00:00,2410.0
