date,China_CSI300_Equity
2005-07-13 00:00:00,846.23
2005-07-14 00:00:00,849.59
2005-07-15 00:00:00,841.0
2005-07-18 00:00:00,833.0
2005-07-19 00:00:00,835.61
2005-07-20 00:00:00,842.64
2005-07-21 00:00:00,843.99
2005-07-22 00:00:00,859.69
2005-07-25 00:00:00,856.86
2005-07-26 00:00:00,876.48
2005-07-27 00:00:00,894.01
2005-07-28 00:00:00,890.89
2005-07-29 00:00:00,888.16
2005-08-01 00:00:00,891.61
2005-08-02 00:00:00,903.6
2005-08-03 00:00:00,909.57
2005-08-04 00:00:00,904.15
2005-08-05 00:00:00,923.8
2005-08-08 00:00:00,927.47
2005-08-09 00:00:00,933.09
2005-08-10 00:00:00,940.37
2005-08-11 00:00:00,953.99
2005-08-12 00:00:00,938.32
2005-08-15 00:00:00,954.5
2005-08-16 00:00:00,945.06
2005-08-17 00:00:00,953.01
2005-08-18 00:00:00,920.67
2005-08-19 00:00:00,923.04
2005-08-22 00:00:00,931.67
2005-08-23 00:00:00,923.41
2005-08-24 00:00:00,930.65
2005-08-25 00:00:00,930.12
2005-08-26 00:00:00,928.26
2005-08-29 00:00:00,917.37
2005-08-30 00:00:00,914.88
2005-08-31 00:00:00,927.92
2005-09-01 00:00:00,944.56
2005-09-02 00:00:00,947.87
2005-09-05 00:00:00,952.72
2005-09-06 00:00:00,936.61
2005-09-07 00:00:00,952.76
2005-09-08 00:00:00,955.28
2005-09-09 00:00:00,949.07
2005-09-12 00:00:00,949.51
2005-09-13 00:00:00,963.77
2005-09-14 00:00:00,970.19
2005-09-15 00:00:00,969.6
2005-09-16 00:00:00,967.5
2005-09-19 00:00:00,971.14
2005-09-20 00:00:00,961.92
2005-09-21 00:00:00,944.41
2005-09-22 00:00:00,923.27
2005-09-23 00:00:00,916.15
2005-09-26 00:00:00,918.49
2005-09-27 00:00:00,904.21
2005-09-28 00:00:00,903.72
2005-09-29 00:00:00,915.98
2005-09-30 00:00:00,917.39
2005-10-03 00:00:00,917.39
2005-10-04 00:00:00,917.39
2005-10-05 00:00:00,917.39
2005-10-06 00:00:00,917.39
2005-10-07 00:00:00,917.39
2005-10-10 00:00:00,907.32
2005-10-11 00:00:00,919.72
2005-10-12 00:00:00,923.49
2005-10-13 00:00:00,916.5
2005-10-14 00:00:00,904.83
2005-10-17 00:00:00,897.62
2005-10-18 00:00:00,902.37
2005-10-19 00:00:00,898.74
2005-10-20 00:00:00,899.92
2005-10-21 00:00:00,904.41
2005-10-24 00:00:00,906.65
2005-10-25 00:00:00,894.27
2005-10-26 00:00:00,875.82
2005-10-27 00:00:00,875.85
2005-10-28 00:00:00,867.73
2005-10-31 00:00:00,876.28
2005-11-01 00:00:00,872.87
2005-11-02 00:00:00,882.48
2005-11-03 00:00:00,874.58
2005-11-04 00:00:00,878.36
2005-11-07 00:00:00,877.28
2005-11-08 00:00:00,881.52
2005-11-09 00:00:00,879.25
2005-11-10 00:00:00,862.97
2005-11-11 00:00:00,864.79
2005-11-14 00:00:00,862.15
2005-11-15 00:00:00,856.64
2005-11-16 00:00:00,863.12
2005-11-17 00:00:00,862.66
2005-11-18 00:00:00,882.24
2005-11-21 00:00:00,883.87
2005-11-22 00:00:00,869.62
2005-11-23 00:00:00,876.23
2005-11-24 00:00:00,881.49
2005-11-25 00:00:00,884.11
2005-11-28 00:00:00,880.17
2005-11-29 00:00:00,871.31
2005-11-30 00:00:00,873.83
2005-12-01 00:00:00,873.07
2005-12-02 00:00:00,869.94
2005-12-05 00:00:00,859.61
2005-12-06 00:00:00,866.08
2005-12-07 00:00:00,873.84
2005-12-08 00:00:00,874.06
2005-12-09 00:00:00,887.36
2005-12-12 00:00:00,888.52
2005-12-13 00:00:00,889.1
2005-12-14 00:00:00,898.15
2005-12-15 00:00:00,896.43
2005-12-16 00:00:00,902.56
2005-12-19 00:00:00,902.91
2005-12-20 00:00:00,907.32
2005-12-21 00:00:00,903.14
2005-12-22 00:00:00,908.75
2005-12-23 00:00:00,915.89
2005-12-26 00:00:00,922.38
2005-12-27 00:00:00,919.36
2005-12-28 00:00:00,920.92
2005-12-29 00:00:00,932.03
2005-12-30 00:00:00,923.45
2006-01-02 00:00:00,923.45
2006-01-03 00:00:00,923.45
2006-01-04 00:00:00,941.43
2006-01-05 00:00:00,959.13
2006-01-06 00:00:00,970.03
2006-01-09 00:00:00,975.25
2006-01-10 00:00:00,978.15
2006-01-11 00:00:00,973.48
2006-01-12 00:00:00,983.72
2006-01-13 00:00:00,978.81
2006-01-16 00:00:00,961.44
2006-01-17 00:00:00,964.29
2006-01-18 00:00:00,983.62
2006-01-19 00:00:00,991.22
2006-01-20 00:00:00,993.34
2006-01-23 00:00:00,996.16
2006-01-24 00:00:00,999.09
2006-01-25 00:00:00,1009.6
2006-01-26 00:00:00,1009.6
2006-01-27 00:00:00,1009.6
2006-01-30 00:00:00,1009.6
2006-01-31 00:00:00,1009.6
2006-02-01 00:00:00,1009.6
2006-02-02 00:00:00,1009.6
2006-02-03 00:00:00,1009.6
2006-02-06 00:00:00,1033.23
2006-02-07 00:00:00,1029.94
2006-02-08 00:00:00,1033.07
2006-02-09 00:00:00,1019.6
2006-02-10 00:00:00,1032.34
2006-02-13 00:00:00,1031.61
2006-02-14 00:00:00,1038.53
2006-02-15 00:00:00,1041.66
2006-02-16 00:00:00,1020.12
2006-02-17 00:00:00,1020.37
2006-02-20 00:00:00,1021.64
2006-02-21 00:00:00,1038.82
2006-02-22 00:00:00,1037.89
2006-02-23 00:00:00,1041.37
2006-02-24 00:00:00,1049.44
2006-02-27 00:00:00,1047.85
2006-02-28 00:00:00,1053.01
2006-03-01 00:00:00,1056.62
2006-03-02 00:00:00,1038.67
2006-03-03 00:00:00,1041.68
2006-03-06 00:00:00,1038.87
2006-03-07 00:00:00,1014.97
2006-03-08 00:00:00,1009.27
2006-03-09 00:00:00,1004.34
2006-03-10 00:00:00,1008.9
2006-03-13 00:00:00,1019.86
2006-03-14 00:00:00,1018.27
2006-03-15 00:00:00,1028.96
2006-03-16 00:00:00,1027.62
2006-03-17 00:00:00,1024.02
2006-03-20 00:00:00,1037.66
2006-03-21 00:00:00,1040.76
2006-03-22 00:00:00,1047.67
2006-03-23 00:00:00,1048.54
2006-03-24 00:00:00,1042.6
2006-03-27 00:00:00,1050.71
2006-03-28 00:00:00,1055.98
2006-03-29 00:00:00,1065.29
2006-03-30 00:00:00,1055.63
2006-03-31 00:00:00,1061.09
2006-04-03 00:00:00,1079.32
2006-04-04 00:00:00,1089.37
2006-04-05 00:00:00,1099.97
2006-04-06 00:00:00,1103.24
2006-04-07 00:00:00,1103.15
2006-04-10 00:00:00,1117.91
2006-04-11 00:00:00,1123.31
2006-04-12 00:00:00,1117.07
2006-04-13 00:00:00,1093.93
2006-04-14 00:00:00,1118.61
2006-04-17 00:00:00,1124.41
2006-04-18 00:00:00,1131.28
2006-04-19 00:00:00,1138.24
2006-04-20 00:00:00,1134.38
2006-04-21 00:00:00,1149.16
2006-04-24 00:00:00,1142.7
2006-04-25 00:00:00,1141.93
2006-04-26 00:00:00,1155.73
2006-04-27 00:00:00,1155.27
2006-04-28 00:00:00,1172.35
2006-05-01 00:00:00,1172.35
2006-05-02 00:00:00,1172.35
2006-05-03 00:00:00,1172.35
2006-05-04 00:00:00,1172.35
2006-05-05 00:00:00,1172.35
2006-05-08 00:00:00,1218.45
2006-05-09 00:00:00,1251.61
2006-05-10 00:00:00,1265.93
2006-05-11 00:00:00,1255.04
2006-05-12 00:00:00,1296.26
2006-05-15 00:00:00,1352.16
2006-05-16 00:00:00,1331.13
2006-05-17 00:00:00,1335.52
2006-05-18 00:00:00,1331.2
2006-05-19 00:00:00,1366.1
2006-05-22 00:00:00,1373.67
2006-05-23 00:00:00,1317.65
2006-05-24 00:00:00,1308.24
2006-05-25 00:00:00,1307.7
2006-05-26 00:00:00,1331.02
2006-05-29 00:00:00,1366.29
2006-05-30 00:00:00,1378.76
2006-05-31 00:00:00,1365.45
2006-06-01 00:00:00,1402.88
2006-06-02 00:00:00,1390.12
2006-06-05 00:00:00,1403.16
2006-06-06 00:00:00,1399.14
2006-06-07 00:00:00,1320.23
2006-06-08 00:00:00,1325.98
2006-06-09 00:00:00,1294.19
2006-06-12 00:00:00,1297.67
2006-06-13 00:00:00,1298.28
2006-06-14 00:00:00,1283.88
2006-06-15 00:00:00,1285.39
2006-06-16 00:00:00,1318.01
2006-06-19 00:00:00,1334.89
2006-06-20 00:00:00,1338.22
2006-06-21 00:00:00,1333.53
2006-06-22 00:00:00,1331.55
2006-06-23 00:00:00,1339.45
2006-06-26 00:00:00,1363.41
2006-06-27 00:00:00,1363.9
2006-06-28 00:00:00,1362.89
2006-06-29 00:00:00,1395.12
2006-06-30 00:00:00,1393.96
2006-07-03 00:00:00,1420.33
2006-07-04 00:00:00,1411.01
2006-07-05 00:00:00,1393.01
2006-07-06 00:00:00,1418.68
2006-07-07 00:00:00,1410.43
2006-07-10 00:00:00,1412.12
2006-07-11 00:00:00,1418.58
2006-07-12 00:00:00,1419.2
2006-07-13 00:00:00,1346.09
2006-07-14 00:00:00,1357.13
2006-07-17 00:00:00,1372.25
2006-07-18 00:00:00,1373.42
2006-07-19 00:00:00,1336.64
2006-07-20 00:00:00,1345.19
2006-07-21 00:00:00,1356.03
2006-07-24 00:00:00,1358.12
2006-07-25 00:00:00,1374.17
2006-07-26 00:00:00,1371.3
2006-07-27 00:00:00,1355.55
2006-07-28 00:00:00,1341.39
2006-07-31 00:00:00,1294.33
2006-08-01 00:00:00,1282.06
2006-08-02 00:00:00,1275.09
2006-08-03 00:00:00,1271.74
2006-08-04 00:00:00,1241.91
2006-08-07 00:00:00,1224.1
2006-08-08 00:00:00,1252.39
2006-08-09 00:00:00,1251.3
2006-08-10 00:00:00,1271.47
2006-08-11 00:00:00,1275.65
2006-08-14 00:00:00,1245.72
2006-08-15 00:00:00,1265.86
2006-08-16 00:00:00,1283.57
2006-08-17 00:00:00,1271.63
2006-08-18 00:00:00,1267.87
2006-08-21 00:00:00,1270.56
2006-08-22 00:00:00,1285.27
2006-08-23 00:00:00,1285.68
2006-08-24 00:00:00,1292.4
2006-08-25 00:00:00,1295.44
2006-08-28 00:00:00,1325.89
2006-08-29 00:00:00,1330.16
2006-08-30 00:00:00,1334.67
2006-08-31 00:00:00,1338.69
2006-09-01 00:00:00,1318.1
2006-09-04 00:00:00,1337.24
2006-09-05 00:00:00,1340.68
2006-09-06 00:00:00,1346.37
2006-09-07 00:00:00,1328.38
2006-09-08 00:00:00,1332.15
2006-09-11 00:00:00,1338.76
2006-09-12 00:00:00,1347.64
2006-09-13 00:00:00,1338.39
2006-09-14 00:00:00,1338.28
2006-09-15 00:00:00,1362.32
2006-09-18 00:00:00,1375.56
2006-09-19 00:00:00,1378.31
2006-09-20 00:00:00,1378.46
2006-09-21 00:00:00,1387.37
2006-09-22 00:00:00,1374.85
2006-09-25 00:00:00,1372.4
2006-09-26 00:00:00,1357.65
2006-09-27 00:00:00,1371.12
2006-09-28 00:00:00,1387.0
2006-09-29 00:00:00,1403.27
2006-10-02 00:00:00,1403.27
2006-10-03 00:00:00,1403.27
2006-10-04 00:00:00,1403.27
2006-10-05 00:00:00,1403.27
2006-10-06 00:00:00,1403.27
2006-10-09 00:00:00,1436.07
2006-10-10 00:00:00,1437.25
2006-10-11 00:00:00,1435.91
2006-10-12 00:00:00,1426.5
2006-10-13 00:00:00,1430.88
2006-10-16 00:00:00,1418.52
2006-10-17 00:00:00,1414.45
2006-10-18 00:00:00,1437.59
2006-10-19 00:00:00,1439.38
2006-10-20 00:00:00,1440.18
2006-10-23 00:00:00,1408.72
2006-10-24 00:00:00,1440.05
2006-10-25 00:00:00,1446.83
2006-10-26 00:00:00,1456.1
2006-10-27 00:00:00,1439.05
2006-10-30 00:00:00,1446.24
2006-10-31 00:00:00,1464.47
2006-11-01 00:00:00,1479.41
2006-11-02 00:00:00,1479.66
2006-11-03 00:00:00,1488.29
2006-11-06 00:00:00,1507.89
2006-11-07 00:00:00,1516.1
2006-11-08 00:00:00,1498.17
2006-11-09 00:00:00,1524.71
2006-11-10 00:00:00,1504.06
2006-11-13 00:00:00,1475.78
2006-11-14 00:00:00,1493.78
2006-11-15 00:00:00,1534.76
2006-11-16 00:00:00,1533.29
2006-11-17 00:00:00,1562.08
2006-11-20 00:00:00,1593.16
2006-11-21 00:00:00,1612.25
2006-11-22 00:00:00,1624.03
2006-11-23 00:00:00,1634.91
2006-11-24 00:00:00,1636.58
2006-11-27 00:00:00,1651.8
2006-11-28 00:00:00,1644.01
2006-11-29 00:00:00,1667.14
2006-11-30 00:00:00,1714.36
2006-12-01 00:00:00,1729.22
2006-12-04 00:00:00,1780.74
2006-12-05 00:00:00,1794.23
2006-12-06 00:00:00,1779.41
2006-12-07 00:00:00,1775.71
2006-12-08 00:00:00,1711.58
2006-12-11 00:00:00,1789.92
2006-12-12 00:00:00,1802.79
2006-12-13 00:00:00,1803.86
2006-12-14 00:00:00,1836.14
2006-12-15 00:00:00,1867.64
2006-12-18 00:00:00,1916.11
2006-12-19 00:00:00,1921.44
2006-12-20 00:00:00,1936.55
2006-12-21 00:00:00,1908.99
2006-12-22 00:00:00,1895.64
2006-12-25 00:00:00,1939.1
2006-12-26 00:00:00,1938.24
2006-12-27 00:00:00,1982.88
2006-12-28 00:00:00,1979.93
2006-12-29 00:00:00,2041.05
2007-01-01 00:00:00,2041.05
2007-01-02 00:00:00,2041.05
2007-01-03 00:00:00,2041.05
2007-01-04 00:00:00,2067.09
2007-01-05 00:00:00,2072.88
2007-01-08 00:00:00,2131.56
2007-01-09 00:00:00,2200.09
2007-01-10 00:00:00,2255.97
2007-01-11 00:00:00,2231.63
2007-01-12 00:00:00,2173.75
2007-01-15 00:00:00,2287.34
2007-01-16 00:00:00,2353.87
2007-01-17 00:00:00,2308.93
2007-01-18 00:00:00,2317.09
2007-01-19 00:00:00,2396.09
2007-01-22 00:00:00,2491.31
2007-01-23 00:00:00,2508.13
2007-01-24 00:00:00,2536.43
2007-01-25 00:00:00,2452.83
2007-01-26 00:00:00,2512.92
2007-01-29 00:00:00,2576.92
2007-01-30 00:00:00,2551.88
2007-01-31 00:00:00,2385.34
2007-02-01 00:00:00,2395.17
2007-02-02 00:00:00,2298.0
2007-02-05 00:00:00,2271.8
2007-02-06 00:00:00,2316.04
2007-02-07 00:00:00,2369.79
2007-02-08 00:00:00,2410.6
2007-02-09 00:00:00,2397.25
2007-02-12 00:00:00,2485.39
2007-02-13 00:00:00,2522.63
2007-02-14 00:00:00,2588.35
2007-02-15 00:00:00,2668.63
2007-02-16 00:00:00,2676.74
2007-02-19 00:00:00,2676.74
2007-02-20 00:00:00,2676.74
2007-02-21 00:00:00,2676.74
2007-02-22 00:00:00,2676.74
2007-02-23 00:00:00,2676.74
2007-02-26 00:00:00,2707.68
2007-02-27 00:00:00,2457.49
2007-02-28 00:00:00,2544.57
2007-03-01 00:00:00,2473.54
2007-03-02 00:00:00,2508.73
2007-03-05 00:00:00,2475.61
2007-03-06 00:00:00,2520.29
2007-03-07 00:00:00,2589.44
2007-03-08 00:00:00,2627.63
2007-03-09 00:00:00,2611.39
2007-03-12 00:00:00,2616.17
2007-03-13 00:00:00,2640.17
2007-03-14 00:00:00,2597.36
2007-03-15 00:00:00,2645.55
2007-03-16 00:00:00,2604.23
2007-03-19 00:00:00,2659.41
2007-03-20 00:00:00,2672.77
2007-03-21 00:00:00,2702.6
2007-03-22 00:00:00,2711.32
2007-03-23 00:00:00,2716.27
2007-03-26 00:00:00,2764.03
2007-03-27 00:00:00,2784.02
2007-03-28 00:00:00,2797.65
2007-03-29 00:00:00,2783.31
2007-03-30 00:00:00,2781.78
2007-04-02 00:00:00,2850.11
2007-04-03 00:00:00,2888.12
2007-04-04 00:00:00,2911.82
2007-04-05 00:00:00,2945.05
2007-04-06 00:00:00,2972.01
2007-04-09 00:00:00,3038.17
2007-04-10 00:00:00,3081.57
2007-04-11 00:00:00,3121.32
2007-04-12 00:00:00,3176.44
2007-04-13 00:00:00,3169.23
2007-04-16 00:00:00,3256.0
2007-04-17 00:00:00,3283.6
2007-04-18 00:00:00,3304.5
2007-04-19 00:00:00,3150.3
2007-04-20 00:00:00,3289.28
2007-04-23 00:00:00,3431.32
2007-04-24 00:00:00,3445.2
2007-04-25 00:00:00,3448.28
2007-04-26 00:00:00,3493.58
2007-04-27 00:00:00,3470.52
2007-04-30 00:00:00,3558.71
2007-05-01 00:00:00,3558.71
2007-05-02 00:00:00,3558.71
2007-05-03 00:00:00,3558.71
2007-05-04 00:00:00,3558.71
2007-05-07 00:00:00,3558.71
2007-05-08 00:00:00,3686.03
2007-05-09 00:00:00,3701.28
2007-05-10 00:00:00,3724.51
2007-05-11 00:00:00,3702.61
2007-05-14 00:00:00,3734.42
2007-05-15 00:00:00,3604.64
2007-05-16 00:00:00,3700.29
2007-05-17 00:00:00,3778.61
2007-05-18 00:00:00,3776.63
2007-05-21 00:00:00,3831.44
2007-05-22 00:00:00,3870.49
2007-05-23 00:00:00,3938.95
2007-05-24 00:00:00,3919.75
2007-05-25 00:00:00,3985.25
2007-05-28 00:00:00,4072.58
2007-05-29 00:00:00,4168.29
2007-05-30 00:00:00,3886.46
2007-05-31 00:00:00,3927.95
2007-06-01 00:00:00,3803.95
2007-06-04 00:00:00,3511.43
2007-06-05 00:00:00,3634.63
2007-06-06 00:00:00,3677.58
2007-06-07 00:00:00,3802.3
2007-06-08 00:00:00,3837.87
2007-06-11 00:00:00,3931.86
2007-06-12 00:00:00,4036.11
2007-06-13 00:00:00,4118.27
2007-06-14 00:00:00,4075.82
2007-06-15 00:00:00,4099.38
2007-06-18 00:00:00,4227.57
2007-06-19 00:00:00,4253.0
2007-06-20 00:00:00,4157.6
2007-06-21 00:00:00,4197.28
2007-06-22 00:00:00,4051.43
2007-06-25 00:00:00,3877.59
2007-06-26 00:00:00,3928.21
2007-06-27 00:00:00,4040.48
2007-06-28 00:00:00,3858.52
2007-06-29 00:00:00,3764.08
2007-07-02 00:00:00,3757.66
2007-07-03 00:00:00,3832.23
2007-07-04 00:00:00,3743.58
2007-07-05 00:00:00,3537.44
2007-07-06 00:00:00,3710.28
2007-07-09 00:00:00,3821.3
2007-07-10 00:00:00,3775.62
2007-07-11 00:00:00,3789.87
2007-07-12 00:00:00,3816.92
2007-07-13 00:00:00,3820.12
2007-07-16 00:00:00,3697.97
2007-07-17 00:00:00,3789.65
2007-07-18 00:00:00,3807.57
2007-07-19 00:00:00,3807.0
2007-07-20 00:00:00,3971.88
2007-07-23 00:00:00,4156.72
2007-07-24 00:00:00,4161.35
2007-07-25 00:00:00,4255.46
2007-07-26 00:00:00,4303.19
2007-07-27 00:00:00,4307.14
2007-07-30 00:00:00,4410.3
2007-07-31 00:00:00,4460.56
2007-08-01 00:00:00,4290.48
2007-08-02 00:00:00,4436.19
2007-08-03 00:00:00,4598.38
2007-08-06 00:00:00,4703.98
2007-08-07 00:00:00,4724.55
2007-08-08 00:00:00,4668.09
2007-08-09 00:00:00,4777.29
2007-08-10 00:00:00,4726.68
2007-08-13 00:00:00,4721.19
2007-08-14 00:00:00,4795.57
2007-08-15 00:00:00,4798.75
2007-08-16 00:00:00,4721.94
2007-08-17 00:00:00,4626.58
2007-08-20 00:00:00,4885.43
2007-08-21 00:00:00,4972.71
2007-08-22 00:00:00,5051.69
2007-08-23 00:00:00,5135.93
2007-08-24 00:00:00,5217.58
2007-08-27 00:00:00,5243.15
2007-08-28 00:00:00,5251.77
2007-08-29 00:00:00,5171.82
2007-08-30 00:00:00,5241.23
2007-08-31 00:00:00,5296.81
2007-09-03 00:00:00,5419.17
2007-09-04 00:00:00,5360.33
2007-09-05 00:00:00,5363.25
2007-09-06 00:00:00,5412.04
2007-09-07 00:00:00,5294.8
2007-09-10 00:00:00,5377.22
2007-09-11 00:00:00,5124.09
2007-09-12 00:00:00,5202.86
2007-09-13 00:00:00,5349.97
2007-09-14 00:00:00,5397.28
2007-09-17 00:00:00,5498.91
2007-09-18 00:00:00,5476.84
2007-09-19 00:00:00,5419.27
2007-09-20 00:00:00,5494.92
2007-09-21 00:00:00,5468.1
2007-09-24 00:00:00,5513.9
2007-09-25 00:00:00,5454.62
2007-09-26 00:00:00,5361.02
2007-09-27 00:00:00,5427.66
2007-09-28 00:00:00,5580.81
2007-10-01 00:00:00,5580.81
2007-10-02 00:00:00,5580.81
2007-10-03 00:00:00,5580.81
2007-10-04 00:00:00,5580.81
2007-10-05 00:00:00,5580.81
2007-10-08 00:00:00,5653.14
2007-10-09 00:00:00,5675.93
2007-10-10 00:00:00,5685.76
2007-10-11 00:00:00,5760.08
2007-10-12 00:00:00,5737.22
2007-10-15 00:00:00,5821.45
2007-10-16 00:00:00,5877.2
2007-10-17 00:00:00,5824.12
2007-10-18 00:00:00,5615.75
2007-10-19 00:00:00,5614.06
2007-10-22 00:00:00,5472.68
2007-10-23 00:00:00,5540.09
2007-10-24 00:00:00,5588.01
2007-10-25 00:00:00,5333.79
2007-10-26 00:00:00,5394.81
2007-10-29 00:00:00,5508.36
2007-10-30 00:00:00,5596.07
2007-10-31 00:00:00,5688.54
2007-11-01 00:00:00,5605.23
2007-11-02 00:00:00,5472.93
2007-11-05 00:00:00,5360.31
2007-11-06 00:00:00,5317.55
2007-11-07 00:00:00,5350.63
2007-11-08 00:00:00,5093.67
2007-11-09 00:00:00,5040.52
2007-11-12 00:00:00,4978.25
2007-11-13 00:00:00,4939.24
2007-11-14 00:00:00,5145.89
2007-11-15 00:00:00,5081.11
2007-11-16 00:00:00,5007.66
2007-11-19 00:00:00,4994.42
2007-11-20 00:00:00,5069.38
2007-11-21 00:00:00,4997.62
2007-11-22 00:00:00,4772.62
2007-11-23 00:00:00,4856.16
2007-11-26 00:00:00,4800.08
2007-11-27 00:00:00,4711.15
2007-11-28 00:00:00,4648.75
2007-11-29 00:00:00,4842.07
2007-11-30 00:00:00,4737.41
2007-12-03 00:00:00,4772.67
2007-12-04 00:00:00,4829.21
2007-12-05 00:00:00,4965.95
2007-12-06 00:00:00,4971.06
2007-12-07 00:00:00,5041.35
2007-12-10 00:00:00,5133.56
2007-12-11 00:00:00,5140.0
2007-12-12 00:00:00,5077.39
2007-12-13 00:00:00,4884.3
2007-12-14 00:00:00,4977.65
2007-12-17 00:00:00,4857.29
2007-12-18 00:00:00,4829.91
2007-12-19 00:00:00,4946.29
2007-12-20 00:00:00,5037.2
2007-12-21 00:00:00,5101.85
2007-12-24 00:00:00,5207.13
2007-12-25 00:00:00,5216.81
2007-12-26 00:00:00,5265.03
2007-12-27 00:00:00,5367.53
2007-12-28 00:00:00,5338.28
2007-12-31 00:00:00,5338.28
2008-01-01 00:00:00,5338.28
2008-01-02 00:00:00,5385.1
2008-01-03 00:00:00,5422.03
2008-01-04 00:00:00,5483.65
2008-01-07 00:00:00,5556.59
2008-01-08 00:00:00,5528.05
2008-01-09 00:00:00,5613.76
2008-01-10 00:00:00,5672.15
